Date,Price
1/23/2019,1052.7
1/22/2019,1067.93
1/21/2019,1074.08
1/18/2019,1065.13
1/17/2019,1066.15
1/16/2019,1060.1
1/15/2019,1060.95
1/14/2019,1050.83
1/11/2019,1055.95
1/10/2019,1054.25
1/9/2019,1058.4
1/8/2019,1051.5
1/7/2019,1060.33
1/4/2019,1058.73
1/3/2019,1055.9
1/2/2019,1064.25
1/1/2019,1074.05
12/31/2018,1060.85
12/28/2018,1061.45
12/27/2018,1052.53
12/26/2018,1061.18
12/24/2018,1040.33
12/21/2018,1055.58
12/20/2018,1068.73
12/19/2018,1061.73
12/18/2018,1067.73
12/17/2018,1065.1
12/14/2018,1047.85
12/13/2018,1050.65
12/12/2018,1042.65
12/11/2018,1029.78
12/10/2018,1044.38
12/7/2018,1053.8
12/6/2018,1048.53
12/5/2018,1049.6
12/4/2018,1042.78
12/3/2018,1056.65
11/30/2018,1064.23
11/29/2018,1065.53
11/28/2018,1044.63
11/27/2018,1032
11/26/2018,1024.9
11/22/2018,1002.75
11/21/2018,1009.38
11/20/2018,1006.23
11/19/2018,1006.95
11/16/2018,1002.15
11/15/2018,987.58
11/14/2018,978.88
11/13/2018,963.88
11/12/2018,960.53
11/9/2018,972.7
11/7/2018,978.98
11/6/2018,973.28
11/5/2018,978
11/2/2018,974.73
11/1/2018,956.1
10/31/2018,955.88
10/30/2018,956.38
10/29/2018,963.15
10/26/2018,980.6
10/25/2018,984.4
10/24/2018,996.13
10/23/2018,992.43
10/22/2018,999.45
10/19/2018,983.88
10/17/2018,987.3
10/16/2018,996.38
10/15/2018,1004.03
10/12/2018,990.93
10/11/2018,968.78
10/10/2018,983.58
10/9/2018,970.3
10/8/2018,972.5
10/5/2018,982.65
10/4/2018,978.88
10/3/2018,1015.58
10/1/2018,1017.73
9/28/2018,1003.03
9/27/2018,988.08
9/26/2018,984.1
9/25/2018,976.2
9/24/2018,962.85
9/21/2018,985.13
9/19/2018,980.68
9/18/2018,994.6
9/17/2018,996.1
9/14/2018,1014.8
9/12/2018,1005.93
9/11/2018,1000.2
9/10/2018,1020.58
9/7/2018,1028.48
9/6/2018,1026.1
9/5/2018,1022.93
9/4/2018,1025.9
9/3/2018,1037.53
8/31/2018,1030.6
8/30/2018,1033.05
8/29/2018,1039.25
8/28/2018,1047.43
8/27/2018,1040.23
8/24/2018,1034.93
8/23/2018,1039.95
8/21/2018,1048.03
8/20/2018,1048.1
8/17/2018,1038.68
8/16/2018,1037.85
8/14/2018,1044.55
8/13/2018,1045.83
8/10/2018,1057.23
8/9/2018,1059.25
8/8/2018,1068.18
8/7/2018,1065.45
8/6/2018,1057.15
8/3/2018,1060.83
8/2/2018,1065.1
8/1/2018,1079.35
7/31/2018,1089.75
7/30/2018,1084.95
7/27/2018,1101.08
7/26/2018,1096.3
7/25/2018,1085.18
7/24/2018,1079.88
7/23/2018,1078.23
7/20/2018,1094.53
7/19/2018,1093.05
7/18/2018,1088.1
7/17/2018,1088.38
7/16/2018,1084.43
7/13/2018,1090.45
7/12/2018,1082.98
7/11/2018,1074.13
7/10/2018,1073.2
7/9/2018,1062.83
7/6/2018,1057.58
7/5/2018,1061.88
7/4/2018,1051.78
7/3/2018,1035.1
7/2/2018,1036.63
6/29/2018,1054.23
6/28/2018,1065.43
6/27/2018,1056.3
6/26/2018,1046.85
6/25/2018,1047.48
6/22/2018,1041.68
6/21/2018,1028.8
6/20/2018,1028.08
6/19/2018,1011.75
6/18/2018,1009.58
6/15/2018,1014.8
6/14/2018,1018.7
6/13/2018,1015.73
6/12/2018,1021.93
6/11/2018,1021.15
6/8/2018,1024.68
6/7/2018,1031.1
6/6/2018,1028.68
6/5/2018,1031.8
6/4/2018,1023.1
6/1/2018,1055.3
5/31/2018,1069.73
5/30/2018,1024.18
5/29/2018,1016.3
5/28/2018,1021.1
5/25/2018,1004.35
5/24/2018,993
5/23/2018,983.75
5/22/2018,994.95
5/21/2018,996.53
5/18/2018,1006.08
5/17/2018,1013.88
5/16/2018,1011.68
5/15/2018,1018.9
5/14/2018,1010.88
5/11/2018,1005.88
5/10/2018,996.35
5/9/2018,989.2
5/8/2018,983.53
5/7/2018,988.7
5/4/2018,994.25
5/3/2018,983.95
5/2/2018,984.75
4/30/2018,972.15
4/27/2018,961.7
4/26/2018,965.13
4/25/2018,960.38
4/24/2018,967.5
4/23/2018,967.88
4/20/2018,977.95
4/19/2018,969.5
4/18/2018,966.3
4/17/2018,974.25
4/16/2018,971.05
4/13/2018,962.5
4/12/2018,964.4
4/11/2018,959.43
4/10/2018,960.43
4/9/2018,969.53
4/6/2018,961.7
4/5/2018,954.45
4/4/2018,941.63
4/3/2018,957.95
4/2/2018,965.6
3/28/2018,943.05
3/27/2018,946.3
3/26/2018,946.73
3/23/2018,920.78
3/22/2018,933.88
3/21/2018,929.45
3/20/2018,919.75
3/19/2018,923.63
3/16/2018,926.5
3/15/2018,940.4
3/14/2018,932.25
3/13/2018,930.13
3/12/2018,933.63
3/9/2018,925.53
3/8/2018,926.43
3/7/2018,916.3
3/6/2018,923.13
3/5/2018,934.98
3/1/2018,937.18
2/28/2018,942.1
2/27/2018,951.28
2/26/2018,955.78
2/23/2018,940.28
2/22/2018,926.6
2/21/2018,928.7
2/20/2018,931.6
2/19/2018,939.1
2/16/2018,939.3
2/15/2018,940.95
2/14/2018,941.58
2/12/2018,938.33
2/9/2018,924.75
2/8/2018,940.48
2/7/2018,936.4
2/6/2018,948.4
2/5/2018,956.93
2/2/2018,974
2/1/2018,995.58
1/31/2018,1002.85
1/30/2018,997.75
1/29/2018,999.83
1/25/2018,987.48
1/24/2018,978.83
1/23/2018,975.65
1/22/2018,981.68
1/19/2018,976.1
1/18/2018,967.15
1/17/2018,945.25
1/16/2018,950.08
1/15/2018,948.88
1/12/2018,932.65
1/11/2018,936.28
1/10/2018,932.1
1/9/2018,931.85
1/8/2018,930.3
1/5/2018,931.8
1/4/2018,929.95
1/3/2018,926.33
1/2/2018,936.18
1/1/2018,927.25
12/29/2017,936.2
12/28/2017,939.03
12/27/2017,928.38
12/26/2017,934.18
12/22/2017,938.33
12/21/2017,934.15
12/20/2017,934.08
12/19/2017,942.25
12/18/2017,939.48
12/15/2017,936.73
12/14/2017,919.03
12/13/2017,910.68
12/12/2017,909.95
12/11/2017,923.2
12/8/2017,920.2
12/7/2017,904.83
12/6/2017,901.65
12/5/2017,910.23
12/4/2017,917.05
12/1/2017,924.1
11/30/2017,926.85
11/29/2017,936.65
11/28/2017,932.68
11/27/2017,928.78
11/24/2017,925.7
11/23/2017,921.43
11/22/2017,927.63
11/21/2017,923.13
11/20/2017,919.08
11/17/2017,912.78
11/16/2017,903.85
11/15/2017,900.13
11/14/2017,901.18
11/13/2017,906.78
11/10/2017,911
11/9/2017,913.93
11/8/2017,912.98
11/7/2017,911.85
11/6/2017,914.3
11/3/2017,915.35
11/2/2017,911.05
11/1/2017,910.6
10/31/2017,904.25
10/30/2017,907.5
10/27/2017,895.53
10/26/2017,897.68
10/25/2017,897.55
10/24/2017,933.55
10/23/2017,931.65
10/19/2017,924.2
10/18/2017,934.25
10/17/2017,925.63
10/16/2017,928.58
10/13/2017,925.4
10/12/2017,909.4
10/11/2017,895.08
10/10/2017,901.35
10/9/2017,897.75
10/6/2017,900.05
10/5/2017,899.3
10/4/2017,898.5
10/3/2017,904.43
9/29/2017,902.85
9/28/2017,897.65
9/27/2017,888.25
9/26/2017,896.15
9/25/2017,899.88
9/22/2017,912.05
9/21/2017,919.55
9/20/2017,924.43
9/19/2017,924.85
9/18/2017,930.23
9/15/2017,924.48
9/14/2017,919.7
9/13/2017,920.93
9/12/2017,917.6
9/11/2017,911.68
9/8/2017,893.83
9/7/2017,883.28
9/6/2017,879.95
9/5/2017,877.68
9/4/2017,875.45
9/1/2017,883.8
8/31/2017,888.23
8/30/2017,884.28
8/29/2017,873.08
8/28/2017,881.13
8/24/2017,881.25
8/23/2017,886.23
8/22/2017,873.5
8/21/2017,871.6
8/18/2017,876.08
8/17/2017,882.7
8/16/2017,890.63
8/14/2017,878.6
8/11/2017,874.53
8/10/2017,880.23
8/9/2017,882.23
8/8/2017,888.95
8/7/2017,894.28
8/4/2017,895.13
8/3/2017,889.98
8/2/2017,895.83
8/1/2017,898.6
7/31/2017,892.2
7/28/2017,889.25
7/27/2017,894.83
7/26/2017,873.78
7/25/2017,869.83
7/24/2017,867.55
7/21/2017,851.53
7/20/2017,855.45
7/19/2017,846.15
7/18/2017,841.78
7/17/2017,841.18
7/14/2017,839.98
7/13/2017,841.78
7/12/2017,840.63
7/11/2017,840.2
7/10/2017,838.18
7/7/2017,833.6
7/6/2017,829.08
7/5/2017,824.38
7/4/2017,826.68
7/3/2017,829.3
6/30/2017,826.03
6/29/2017,831.53
6/28/2017,833.23
6/27/2017,833.83
6/23/2017,839.33
6/22/2017,849
6/21/2017,849.35
6/20/2017,843.28
6/19/2017,846.45
6/16/2017,834.63
6/15/2017,832.18
6/14/2017,835.6
6/13/2017,838.35
6/12/2017,834.38
6/9/2017,833.4
6/8/2017,822.38
6/7/2017,820.4
6/6/2017,819.48
6/5/2017,817.78
6/2/2017,817.13
6/1/2017,814.3
5/31/2017,818.1
5/30/2017,814.53
5/29/2017,815.95
5/26/2017,813
5/25/2017,808.58
5/24/2017,783.38
5/23/2017,784.55
5/22/2017,788
5/19/2017,780.63
5/18/2017,778.55
5/17/2017,778.58
5/16/2017,779.83
5/15/2017,776.7
5/12/2017,775.83
5/11/2017,773.2
5/10/2017,775.9
5/9/2017,767.88
5/8/2017,767.4
5/5/2017,766.1
5/4/2017,767.4
5/3/2017,772.15
5/2/2017,770.3
4/28/2017,773.25
4/27/2017,784.3
4/26/2017,775.33
4/25/2017,768.53
4/24/2017,766.53
4/21/2017,748.3
4/20/2017,731.08
4/19/2017,724.5
4/18/2017,723.65
4/17/2017,718.4
4/13/2017,720.15
4/12/2017,721.85
4/11/2017,719.75
4/10/2017,717.08
4/7/2017,719.43
4/6/2017,719.25
4/5/2017,716.18
4/3/2017,716.6
3/31/2017,721.28
3/30/2017,733.1
3/29/2017,714.3
3/28/2017,710.1
3/27/2017,704.93
3/24/2017,712.18
3/23/2017,715.45
3/22/2017,715.45
3/21/2017,720.48
3/20/2017,718.05
3/17/2017,712.93
3/16/2017,708.68
3/15/2017,708.3
3/14/2017,705.35
3/10/2017,700.05
3/9/2017,697.1
3/8/2017,696.1
3/7/2017,693.1
3/6/2017,690.38
3/3/2017,688.5
3/2/2017,690.05
3/1/2017,695.83
2/28/2017,695.05
2/27/2017,696.8
2/23/2017,697.15
2/22/2017,699.58
2/21/2017,707.78
2/20/2017,704.55
2/17/2017,688.53
2/16/2017,663.95
2/15/2017,661.1
2/14/2017,655.55
2/13/2017,655.1
2/10/2017,651.8
2/9/2017,648.83
2/8/2017,652.83
2/7/2017,653.58
2/6/2017,657.05
2/3/2017,655.53
2/2/2017,649.35
2/1/2017,652.85
1/31/2017,643.33
1/30/2017,642.48
1/27/2017,645.95
1/25/2017,645.3
1/24/2017,633.78
1/23/2017,622.33
1/20/2017,618.18
1/19/2017,618.15
1/18/2017,621.3
1/17/2017,619.25
1/16/2017,623.83
1/13/2017,616.25
1/12/2017,617.5
1/11/2017,617
1/10/2017,607.18
1/9/2017,597.6
1/6/2017,596.83
1/5/2017,593.1
1/4/2017,592.75
1/3/2017,594.95
1/2/2017,598.55
12/30/2016,603.1
12/29/2016,602.6
12/28/2016,593.38
12/27/2016,592.6
12/26/2016,587.5
12/23/2016,593.13
12/22/2016,586.55
12/21/2016,590
12/20/2016,590.95
12/19/2016,588.38
12/16/2016,591.15
12/15/2016,588.3
12/14/2016,587.85
12/13/2016,593.13
12/12/2016,592.23
12/9/2016,599.15
12/8/2016,599.75
12/7/2016,590.8
12/6/2016,597.23
12/5/2016,598.18
12/2/2016,594.55
12/1/2016,598.63
11/30/2016,599.8
11/29/2016,589.38
11/28/2016,592.23
11/25/2016,594.65
11/24/2016,582.75
11/23/2016,592.38
11/22/2016,599.03
11/21/2016,599.35
11/18/2016,605.7
11/17/2016,615.1
11/16/2016,622.18
11/15/2016,627.38
11/11/2016,637.9
11/10/2016,639.28
11/9/2016,625.63
11/8/2016,627.15
11/7/2016,624.73
11/4/2016,621.85
11/3/2016,627.48
11/2/2016,623.08
11/1/2016,629.9
10/30/2016,626.65
10/28/2016,629.53
10/27/2016,626.05
10/26/2016,619.65
10/25/2016,625.15
10/24/2016,631.78
10/21/2016,635.35
10/20/2016,627.75
10/19/2016,629.18
10/18/2016,628.93
10/17/2016,618.85
10/14/2016,630.9
10/13/2016,631.38
10/10/2016,642.18
10/7/2016,640.3
10/6/2016,640.98
10/5/2016,643.05
10/4/2016,644.78
10/3/2016,643.6
9/30/2016,636.43
9/29/2016,638.75
9/28/2016,647.63
9/27/2016,649.03
9/26/2016,648.08
9/23/2016,656.35
9/22/2016,653.45
9/21/2016,646.5
9/20/2016,644.23
9/19/2016,645.08
9/16/2016,648.93
9/15/2016,639.8
9/14/2016,634.73
9/12/2016,639.95
9/9/2016,645.2
9/8/2016,644.7
9/7/2016,643.38
9/6/2016,650.2
9/2/2016,642.55
9/1/2016,641.85
8/31/2016,645.6
8/30/2016,634.33
8/29/2016,619.05
8/26/2016,628.55
8/25/2016,629.28
8/24/2016,630.9
8/23/2016,625.73
8/22/2016,625.15
8/19/2016,623.55
8/18/2016,626.25
8/17/2016,617.45
8/16/2016,613.65
8/12/2016,614.35
8/11/2016,614.13
8/10/2016,613.45
8/9/2016,623.6
8/8/2016,624.8
8/5/2016,624.63
8/4/2016,620.5
8/3/2016,620.23
8/2/2016,621.65
8/1/2016,621.15
7/29/2016,623.1
7/28/2016,624.23
7/27/2016,618.48
7/26/2016,619.4
7/25/2016,623.48
7/22/2016,615.4
7/21/2016,614.3
7/20/2016,616.1
7/19/2016,609.18
7/18/2016,613.73
7/15/2016,611.85
7/14/2016,600.18
7/13/2016,598.88
7/12/2016,601.08
7/11/2016,599.88
7/8/2016,587.43
7/7/2016,592.83
7/5/2016,582.8
7/4/2016,586.4
7/1/2016,587.25
6/30/2016,588.23
6/29/2016,584.15
6/28/2016,583.48
6/27/2016,579.98
6/24/2016,580.95
6/23/2016,595.05
6/22/2016,585.75
6/21/2016,583.33
6/20/2016,586.03
6/17/2016,585
6/16/2016,581.08
6/15/2016,584.78
6/14/2016,575.93
6/13/2016,576.45
6/10/2016,580.68
6/9/2016,579.7
6/8/2016,581.3
6/7/2016,586.85
6/6/2016,585.55
6/3/2016,585.88
6/2/2016,587.48
6/1/2016,587.58
5/31/2016,590.95
5/30/2016,589.88
5/27/2016,593.4
5/26/2016,591.63
5/25/2016,586.65
5/24/2016,569.98
5/23/2016,568.38
5/20/2016,570.45
5/19/2016,569.65
5/18/2016,570.33
5/17/2016,576.73
5/16/2016,581.4
5/13/2016,570.45
5/12/2016,574.55
5/11/2016,569.4
5/10/2016,572.45
5/9/2016,570.7
5/6/2016,559.83
5/5/2016,566.15
5/4/2016,563.68
5/3/2016,559
5/2/2016,558.83
4/29/2016,566.18
4/28/2016,556.98
4/27/2016,562.1
4/26/2016,556.93
4/25/2016,546.63
4/22/2016,546.08
4/21/2016,545.58
4/20/2016,548.93
4/18/2016,543.9
4/13/2016,540.88
4/12/2016,531.5
4/11/2016,535.48
4/8/2016,529.68
4/7/2016,527.75
4/6/2016,530.75
4/5/2016,528.73
4/4/2016,534.53
4/1/2016,532.23
3/31/2016,535.58
3/30/2016,532.48
3/29/2016,526.9
3/28/2016,523.75
3/23/2016,524.68
3/22/2016,526.93
3/21/2016,522.8
3/18/2016,514.2
3/17/2016,509.2
3/16/2016,515.23
3/15/2016,513.35
3/14/2016,513.78
3/11/2016,514.35
3/10/2016,510.63
3/9/2016,512.4
3/8/2016,507.08
3/4/2016,510.28
3/3/2016,507.93
3/2/2016,503.6
3/1/2016,492.08
2/29/2016,485.93
2/26/2016,480.5
2/25/2016,471.33
2/24/2016,474.8
2/23/2016,485.03
2/22/2016,494.38
2/19/2016,494.65
2/18/2016,494.73
2/17/2016,487.45
2/16/2016,486.73
2/15/2016,486.8
2/12/2016,485.7
2/11/2016,487.65
2/10/2016,506.48
2/9/2016,513.03
2/8/2016,517.93
2/5/2016,527.63
2/4/2016,524.6
2/3/2016,521.93
2/2/2016,526.9
2/1/2016,529.88
1/29/2016,524.93
1/28/2016,515.85
1/27/2016,517.83
1/25/2016,520.58
1/22/2016,515.15
1/21/2016,511.5
1/20/2016,509.15
1/19/2016,517.9
1/18/2016,512.93
1/15/2016,521.08
1/14/2016,524.88
1/13/2016,530.08
1/12/2016,523.48
1/11/2016,529.3
1/8/2016,531.18
1/7/2016,528.1
1/6/2016,533.55
1/5/2016,531.2
1/4/2016,535.25
1/1/2016,544.38
12/31/2015,541.08
12/30/2015,537.15
12/29/2015,538.98
12/28/2015,538.63
12/24/2015,537
12/23/2015,537.05
12/22/2015,533.23
12/21/2015,537.7
12/18/2015,536.5
12/17/2015,540.13
12/16/2015,533.65
12/15/2015,529.73
12/14/2015,527.53
12/11/2015,523.18
12/10/2015,530.3
12/9/2015,523.73
12/8/2015,524.63
12/7/2015,530.98
12/4/2015,529.45
12/3/2015,538.38
12/2/2015,538.9
12/1/2015,541.5
11/30/2015,538.88
11/27/2015,539.7
11/26/2015,531.98
11/24/2015,532.18
11/23/2015,533.03
11/20/2015,535.43
11/19/2015,534.45
11/18/2015,524.3
11/17/2015,530.4
11/16/2015,530.48
11/13/2015,526.03
11/11/2015,527.2
11/10/2015,527.3
11/9/2015,532.4
11/6/2015,540.45
11/5/2015,539.93
11/4/2015,540.85
11/3/2015,542.45
11/2/2015,541.55
10/30/2015,549.8
10/29/2015,551.78
10/28/2015,555.75
10/27/2015,555.45
10/26/2015,550.75
10/23/2015,554.25
10/21/2015,547.5
10/20/2015,547.45
10/19/2015,548.9
10/16/2015,550.03
10/15/2015,542.08
10/14/2015,542.38
10/13/2015,538.18
10/12/2015,540.28
10/9/2015,543.08
10/8/2015,541.55
10/7/2015,543.88
10/6/2015,542.98
10/5/2015,549.18
10/1/2015,533.83
9/30/2015,534.4
9/29/2015,532.4
9/28/2015,523.2
9/24/2015,525.7
9/23/2015,524.6
9/22/2015,515.33
9/21/2015,526.48
9/18/2015,524.88
9/16/2015,511.68
9/15/2015,506.58
9/14/2015,509.85
9/11/2015,505.25
9/10/2015,505.5
9/9/2015,508.15
9/8/2015,502.03
9/7/2015,492.23
9/4/2015,498.03
9/3/2015,505.15
9/2/2015,497.58
9/1/2015,500.05
8/31/2015,513.73
8/28/2015,513.98
8/27/2015,511.05
8/26/2015,506.75
8/25/2015,509.23
8/24/2015,509.53
8/21/2015,530.65
8/20/2015,537.35
8/19/2015,540.93
8/18/2015,543.18
8/17/2015,545.75
8/14/2015,550.9
8/13/2015,538.78
8/12/2015,535.23
8/11/2015,547.35
8/10/2015,547.33
8/7/2015,546.33
8/6/2015,547.98
8/5/2015,546.1
8/4/2015,543.23
8/3/2015,547.7
7/31/2015,555.83
7/30/2015,555.28
7/29/2015,554.18
7/28/2015,554.25
7/27/2015,547.93
7/24/2015,553.93
7/23/2015,553.95
7/22/2015,557.2
7/21/2015,549.03
7/20/2015,557.63
7/17/2015,555.28
7/16/2015,557.35
7/15/2015,548.35
7/14/2015,545.93
7/13/2015,548.08
7/10/2015,545.38
7/9/2015,537.03
7/8/2015,534.43
7/7/2015,543.43
7/6/2015,541.75
7/3/2015,537.13
7/2/2015,529.1
7/1/2015,536.18
6/30/2015,533.58
6/29/2015,528.33
6/26/2015,531.43
6/25/2015,532.5
6/24/2015,522.9
6/23/2015,526.05
6/22/2015,523.58
6/19/2015,515.25
6/18/2015,509.8
6/17/2015,502.35
6/16/2015,504.2
6/15/2015,502.6
6/12/2015,504.58
6/11/2015,500.1
6/10/2015,507.8
6/9/2015,500.93
6/8/2015,501.73
6/5/2015,505.88
6/4/2015,507.48
6/3/2015,502.78
6/2/2015,504.4
6/1/2015,518.1
5/29/2015,525.28
5/28/2015,514.7
5/27/2015,519.08
5/26/2015,513.7
5/25/2015,511.78
5/22/2015,512.15
5/21/2015,512.35
5/20/2015,512.03
5/19/2015,503.78
5/18/2015,504.93
5/15/2015,495.05
5/14/2015,495.53
5/13/2015,495.13
5/12/2015,485.98
5/11/2015,495.15
5/8/2015,491
5/7/2015,475.65
5/6/2015,485.3
5/5/2015,493.83
5/4/2015,500.48
4/30/2015,494.4
4/29/2015,496.58
4/28/2015,502.28
4/27/2015,502.73
4/24/2015,503.23
4/23/2015,506.75
4/22/2015,506.55
4/21/2015,501.5
4/20/2015,502.55
4/17/2015,509.13
4/16/2015,514.83
4/15/2015,515.83
4/13/2015,519.4
4/10/2015,521.33
4/9/2015,528.05
4/8/2015,517.78
4/7/2015,516.38
4/6/2015,515.98
4/1/2015,516.63
3/31/2015,511.35
3/30/2015,518.45
3/27/2015,507.33
3/26/2015,503.48
3/25/2015,517.13
3/24/2015,518.98
3/23/2015,523.88
3/20/2015,527.95
3/19/2015,526.1
3/18/2015,531.78
3/17/2015,529.03
3/16/2015,525.78
3/13/2015,521.33
3/12/2015,527.3
3/11/2015,528.23
3/10/2015,526.28
3/9/2015,529.5
3/5/2015,542.55
3/4/2015,532.65
3/3/2015,541.68
3/2/2015,541.28
2/28/2015,535.6
2/27/2015,527
2/26/2015,519.08
2/25/2015,526.23
2/24/2015,533.83
2/23/2015,533.75
2/20/2015,536.53
2/19/2015,539.9
2/18/2015,537.4
2/16/2015,533.78
2/13/2015,532.9
2/12/2015,538
2/11/2015,529.2
2/10/2015,527.23
2/9/2015,520.05
2/6/2015,526.75
2/5/2015,538.25
2/4/2015,533.85
2/3/2015,532.05
2/2/2015,540.8
1/30/2015,538.68
1/29/2015,547.5
1/28/2015,529.18
1/27/2015,537.03
1/23/2015,521.4
1/22/2015,510.63
1/21/2015,509.98
1/20/2015,510.48
1/19/2015,502.28
1/16/2015,500.68
1/15/2015,496.58
1/14/2015,481.95
1/13/2015,481.68
1/12/2015,483.53
1/9/2015,487.83
1/8/2015,482.43
1/7/2015,472.5
1/6/2015,471.13
1/5/2015,478.58
1/2/2015,482.65
1/1/2015,476.03
12/31/2014,475.8
12/30/2014,478.23
12/29/2014,475.85
12/26/2014,474.33
12/24/2014,472.63
12/23/2014,479.88
12/22/2014,481.85
12/19/2014,470.73
12/18/2014,467.03
12/17/2014,460.93
12/16/2014,462.88
12/15/2014,470.75
12/12/2014,465.75
12/11/2014,466.8
12/10/2014,465.7
12/9/2014,463.38
12/8/2014,463.58
12/5/2014,471.38
12/4/2014,470.7
12/3/2014,466.55
12/2/2014,471.65
12/1/2014,475
11/28/2014,478.58
11/27/2014,474.08
11/26/2014,475.65
11/25/2014,476.78
11/24/2014,472.6
11/21/2014,466.43
11/20/2014,459.1
11/19/2014,463.28
11/18/2014,466.1
11/17/2014,459.48
11/14/2014,465.05
11/13/2014,457.98
11/12/2014,455.88
11/11/2014,453.95
11/10/2014,452.33
11/7/2014,449.73
11/5/2014,456.4
11/3/2014,455.35
10/31/2014,455.93
10/30/2014,448.33
10/29/2014,445.78
10/28/2014,447.65
10/27/2014,448.63
10/23/2014,448.23
10/22/2014,446.83
10/21/2014,447.78
10/20/2014,446.9
10/17/2014,442.63
10/16/2014,429.43
10/14/2014,434.18
10/13/2014,438.4
10/10/2014,433.65
10/9/2014,443.8
10/8/2014,433.8
10/7/2014,431.23
10/1/2014,434
9/30/2014,436.33
9/29/2014,432.55
9/26/2014,435.83
9/25/2014,424.98
9/24/2014,427.73
9/23/2014,424.43
9/22/2014,428.43
9/19/2014,430.13
9/18/2014,429.08
9/17/2014,423.2
9/16/2014,425.5
9/15/2014,430.18
9/12/2014,427.85
9/11/2014,427.18
9/10/2014,428.65
9/9/2014,432.8
9/8/2014,432.38
9/5/2014,424.23
9/4/2014,425.93
9/3/2014,428.33
9/2/2014,429.6
9/1/2014,420.6
8/28/2014,421.78
8/27/2014,418.3
8/26/2014,421.25
8/25/2014,421.73
8/22/2014,423.38
8/21/2014,416.25
8/20/2014,410.28
8/19/2014,411.93
8/18/2014,416.18
8/14/2014,413.35
8/13/2014,406.2
8/12/2014,403.6
8/11/2014,396.48
8/8/2014,398.08
8/7/2014,405.75
8/6/2014,405
8/5/2014,410.1
8/4/2014,406.5
8/1/2014,407.73
7/31/2014,417
7/30/2014,419.4
7/28/2014,414.78
7/25/2014,417.75
7/24/2014,421.13
7/23/2014,418.15
7/22/2014,419.93
7/21/2014,413.73
7/18/2014,416.23
7/17/2014,415.9
7/16/2014,417.88
7/15/2014,413.4
7/14/2014,408.73
7/11/2014,405.9
7/10/2014,411.68
7/9/2014,415.15
7/8/2014,414.63
7/7/2014,420.23
7/4/2014,428.33
7/3/2014,418.4
7/2/2014,419.95
7/1/2014,411.65
6/30/2014,410.78
6/27/2014,408.1
6/26/2014,406.2
6/25/2014,412.05
6/24/2014,414.5
6/23/2014,410.73
6/20/2014,410.98
6/19/2014,412.88
6/18/2014,417.43
6/17/2014,423.28
6/16/2014,419.5
6/13/2014,417.7
6/12/2014,419.93
6/11/2014,410.25
6/10/2014,408.33
6/9/2014,409.73
6/6/2014,407.63
6/5/2014,402.73
6/4/2014,408.35
6/3/2014,412.18
6/2/2014,409.7
5/30/2014,396.38
5/29/2014,405.13
5/28/2014,411.73
5/27/2014,402.45
5/26/2014,398.58
5/23/2014,394.83
5/22/2014,401.3
5/21/2014,404.75
5/20/2014,408.03
5/19/2014,405.95
5/16/2014,402.35
5/15/2014,394.18
5/14/2014,387.73
5/13/2014,394.08
5/12/2014,396.08
5/9/2014,378.4
5/8/2014,359.15
5/7/2014,357.8
5/6/2014,360.1
5/5/2014,358.35
5/2/2014,358.55
4/30/2014,360.65
4/29/2014,357.9
4/28/2014,362.6
4/25/2014,363.2
4/23/2014,366.5
4/22/2014,363.78
4/21/2014,358.23
4/17/2014,359.35
4/16/2014,362.98
4/15/2014,361.98
4/11/2014,369.08
4/10/2014,369.7
4/9/2014,370.93
4/7/2014,362.68
4/4/2014,362.73
4/3/2014,364.4
4/2/2014,365.95
4/1/2014,369.05
3/31/2014,374.4
3/28/2014,372.48
3/27/2014,373.38
3/26/2014,373.03
3/25/2014,375.08
3/24/2014,375.33
3/22/2014,366.2
3/21/2014,366.93
3/20/2014,365.1
3/19/2014,369.23
3/18/2014,367
3/14/2014,366.08
3/13/2014,371.18
3/12/2014,362.78
3/11/2014,362.58
3/10/2014,367.23
3/7/2014,355.73
3/6/2014,337.8
3/5/2014,334.88
3/4/2014,335.85
3/3/2014,333.1
2/28/2014,334.8
2/26/2014,338.7
2/25/2014,335.55
2/24/2014,335.5
2/21/2014,332.2
2/20/2014,331.38
2/19/2014,335.03
2/18/2014,330.2
2/17/2014,325.2
2/14/2014,320.9
2/13/2014,316.25
2/12/2014,322.73
2/11/2014,322.4
2/10/2014,321.95
2/7/2014,323.88
2/6/2014,323.5
2/5/2014,318.73
2/4/2014,315.3
2/3/2014,313.25
1/31/2014,314.25
1/30/2014,315.9
1/29/2014,322.73
1/28/2014,322.23
1/27/2014,324.6
1/24/2014,336.7
1/23/2014,339.75
1/22/2014,338.55
1/21/2014,338.05
1/20/2014,335.03
1/17/2014,332.5
1/16/2014,336.53
1/15/2014,340.28
1/14/2014,336.15
1/13/2014,336.43
1/10/2014,331.03
1/9/2014,331.48
1/8/2014,332.35
1/7/2014,332.2
1/6/2014,330.85
1/3/2014,331.55
1/2/2014,328.5
1/1/2014,332.58
12/31/2013,332.93
12/30/2013,334.75
12/27/2013,334.83
12/26/2013,334.53
12/24/2013,328.65
12/23/2013,332.23
12/20/2013,332.3
12/19/2013,326.28
12/18/2013,333.13
12/17/2013,328.8
12/16/2013,342.18
12/13/2013,344.98
12/12/2013,347.6
